id,output
3242,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepper ) (TOPPING sausage ) (NOT (TOPPING olive ) ) ) )
3243,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING chicken ) (NOT (TOPPING sausage ) ) ) )
3244,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING pesto ) (NOT (TOPPING onion ) ) ) )
3245,(ORDER (PIZZAORDER (NUMBER a ) (SIZE mediumsized ) (TOPPING ham ) (TOPPING sausage ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3246,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pineapple ) (TOPPING sausage ) (NOT (TOPPING mushroom ) ) ) )
3247,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING chicken ) (NOT (TOPPING onion ) ) ) )
3248,(ORDER (PIZZAORDER (NUMBER one ) (SIZE lunch ) (TOPPING black ) (TOPPING olive ) (TOPPING green ) (TOPPING pepper ) ) (PIZZAORDER (NUMBER one ) (SIZE lunch ) (TOPPING ham ) (TOPPING pineapple ) ) (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE sprite ) ) (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE sprite ) ) )
3249,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING ham ) ) (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE ice tea ) ) )
3250,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING cheese ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING parmesan ) ) ) )
3251,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING tuna ) (NOT (TOPPING pepperoni ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3252,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) (TOPPING bacon ) (NOT (TOPPING onion ) ) ) )
3253,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING cherry ) (TOPPING tomato ) ) )
3254,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING italian ) (TOPPING sausage ) (TOPPING black ) (TOPPING olive ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER two ) (SIZE small ) (DRINKTYPE diet coke ) ) )
3255,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING onion ) (TOPPING mushroom ) (TOPPING pepper ) ) )
3256,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING pepper ) (TOPPING chicken ) (NOT (TOPPING ham ) ) ) )
3257,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham ) (TOPPING bacon ) (NOT (TOPPING pepperoni ) ) ) )
3258,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) (TOPPING pineapple ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
3259,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3260,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING mushroom ) (TOPPING ham ) (TOPPING onion ) ) )
3261,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon ) (TOPPING pesto ) (NOT (TOPPING sausage ) ) ) )
3262,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) (TOPPING bacon ) ) )
3263,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING sausage ) (TOPPING pepper ) (NOT (TOPPING pineapple ) ) ) )
3264,(ORDER (PIZZAORDER (NUMBER six ) (SIZE small ) (TOPPING pepper ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3265,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING sausage ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
3266,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING pepper ) (TOPPING mushroom ) (NOT (TOPPING pineapple ) ) ) )
3267,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING lettuce ) (TOPPING ham ) (TOPPING bacon ) ) )
3268,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING pepper ) (TOPPING pesto ) ) )
3269,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepper ) (TOPPING sausage ) (NOT (TOPPING olive ) ) ) )
3270,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pineapple ) (NOT (TOPPING tuna ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3271,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE thin crust ) (TOPPING ham ) (NOT (TOPPING pepper ) ) ) )
3272,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING bacon ) (TOPPING tuna ) ) )
3273,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE veggie ) ) (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE ice tea ) ) (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE ice tea ) ) )
3274,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING mushroom ) (NOT (TOPPING pepperoni ) ) ) )
3275,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) (TOPPING ham ) (NOT (TOPPING sausage ) ) ) )
3276,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olive ) (TOPPING pepperoni ) (NOT (TOPPING pesto ) ) ) )
3277,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (TOPPING chicken ) (TOPPING bacon ) ) )
3278,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE thin crust ) (TOPPING ham ) (TOPPING pepperoni ) ) )
3279,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING pepper ) ) (DRINKORDER (NUMBER four ) (SIZE small ) (DRINKTYPE diet sprite ) ) (DRINKORDER (NUMBER three ) (DRINKTYPE pepsi ) ) )
3280,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING mushroom ) (TOPPING onion ) (TOPPING pine ) (TOPPING apple ) (TOPPING bacon ) (TOPPING sausage ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING cheese ) ) ) )
3281,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (TOPPING sausage ) (NOT (TOPPING tuna ) ) ) )
3282,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING salami ) (TOPPING onion ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER two ) (SIZE small ) (DRINKTYPE coffee ) ) )
3283,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING ham ) (TOPPING bacon ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE sprite ) ) )
3284,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust ) (TOPPING onion ) (TOPPING ham ) ) )
3285,(ORDER (PIZZAORDER (NUMBER five ) (TOPPING onion ) (TOPPING pepper ) (TOPPING pesto ) ) )
3286,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING mushroom ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
3287,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING pea ) (TOPPING olive ) (TOPPING carrot ) ) )
3288,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING olive ) (TOPPING ham ) ) )
3289,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3290,(ORDER (PIZZAORDER (NUMBER an ) (SIZE small ) (STYLE vegetarian ) (TOPPING spinach ) (TOPPING mushroom ) ) )
3291,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING banana ) (TOPPING pepper ) (TOPPING green ) (TOPPING pepper ) ) )
3292,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING tuna ) (NOT (TOPPING pepper ) ) ) )
3293,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olive ) (TOPPING sausage ) (NOT (TOPPING tuna ) ) ) )
3294,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING tuna ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3295,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING chicken ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3296,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING sausage ) (TOPPING tuna ) ) )
3297,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING pineapple ) (TOPPING onion ) (NOT (TOPPING pepperoni ) ) ) )
3298,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (STYLE everything ) ) (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE diet coke ) ) )
3299,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING pepperoni ) (NOT (TOPPING tuna ) ) ) )
3300,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING tuna ) (NOT (TOPPING pepper ) ) ) )
3301,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING pesto ) (TOPPING ham ) ) )
3302,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING olive ) (TOPPING onion ) (TOPPING pineapple ) ) )
3303,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) (TOPPING pineapple ) (NOT (TOPPING sausage ) ) ) )
3304,(ORDER )
3305,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING pineapple ) (TOPPING pepper ) (NOT (TOPPING ham ) ) ) )
3306,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING pesto ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3307,(ORDER )
3308,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING olive ) (NOT (TOPPING pineapple ) ) ) )
3309,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING tuna ) (TOPPING pepper ) ) )
3310,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushroom ) (TOPPING ham ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3311,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (TOPPING mushroom ) (NOT (TOPPING pepperoni ) ) ) )
3312,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepper ) (TOPPING chicken ) (NOT (TOPPING ham ) ) ) )
3313,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pesto ) (TOPPING mushroom ) (NOT (TOPPING pineapple ) ) ) )
3314,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3315,(ORDER )
3316,(ORDER )
3317,(ORDER )
3318,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING mushroom ) (TOPPING bacon ) (TOPPING pepperoni ) ) )
3319,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (TOPPING sausage ) (NOT (TOPPING mushroom ) ) ) )
3320,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING chicken ) (NOT (TOPPING onion ) ) ) )
3321,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING pepperoni ) ) )
3322,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin crust ) (TOPPING pesto ) (TOPPING ham ) ) )
3323,(ORDER (PIZZAORDER (NUMBER an ) (SIZE medium ) (STYLE big meat ) ) (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE veggie ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE coke ) ) )
3324,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto ) (NOT (TOPPING olive ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3325,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (NOT (STYLE thin crust ) ) (TOPPING pepper ) (TOPPING sausage ) ) )
3326,(ORDER )
3327,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (TOPPING pepper ) (NOT (TOPPING chicken ) ) ) )
3328,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING olive ) (TOPPING shrimp ) ) )
3329,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (NOT (STYLE thin crust ) ) (TOPPING ham ) (TOPPING pepper ) ) )
3330,(ORDER )
3331,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (STYLE pan ) ) (PIZZAORDER (NUMBER one ) (STYLE stuff crust ) ) (PIZZAORDER (NUMBER one ) (STYLE veggie lover ) ) )
3332,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING pepper ) (TOPPING bacon ) (NOT (TOPPING olive ) ) ) )
3333,(ORDER (PIZZAORDER (NUMBER six ) (STYLE thin crust ) (TOPPING mushroom ) (TOPPING pepper ) ) )
3334,(ORDER (PIZZAORDER (NUMBER four ) (SIZE small ) (TOPPING bacon ) (TOPPING ham ) ) )
3335,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING sausage ) (TOPPING mushroom ) (NOT (TOPPING ham ) ) ) )
3336,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) (TOPPING pesto ) (TOPPING mushroom ) ) )
3337,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mushroom ) (TOPPING pesto ) (NOT (TOPPING pineapple ) ) ) )
3338,(ORDER (PIZZAORDER (NUMBER one ) (NOT (STYLE thin crust ) ) (TOPPING tuna ) (TOPPING pepper ) ) )
3339,(ORDER (PIZZAORDER (NUMBER two ) (STYLE deep dish ) ) (PIZZAORDER (NUMBER one ) (STYLE all the meat ) ) )
3340,(ORDER (PIZZAORDER (NUMBER an ) (SIZE extra large ) (TOPPING sausage ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER three ) (SIZE medium ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE sprite ) ) )
3341,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING olive ) (TOPPING onion ) (NOT (TOPPING pepperoni ) ) ) )
3342,(ORDER )
3343,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING olive ) (TOPPING pesto ) (NOT (TOPPING ham ) ) ) )
3344,(ORDER )
3345,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sauce ) ) ) )
3346,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING black ) (TOPPING olive ) (TOPPING onion ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3347,(ORDER )
3348,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING sausage ) (COMPLEX_TOPPING (QUANTITY light ) (TOPPING sauce ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3349,(ORDER (PIZZAORDER (NUMBER one ) (STYLE thin crust ) (TOPPING chicken ) (TOPPING pineapple ) ) )
3350,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3351,(ORDER )
3352,(ORDER (PIZZAORDER (NUMBER four ) (SIZE medium ) (TOPPING bacon ) (TOPPING mushroom ) (TOPPING black ) (TOPPING olive ) ) (PIZZAORDER (NUMBER six ) (SIZE large ) (TOPPING pepperoni ) (TOPPING sausage ) (TOPPING mushroom ) ) )
3353,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING onion ) (TOPPING tuna ) (TOPPING ham ) ) )
3354,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING pepperoni ) (TOPPING tuna ) ) )
3355,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING chicken ) (TOPPING mushroom ) (NOT (TOPPING olive ) ) ) )
3356,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING bacon ) (TOPPING onion ) (NOT (TOPPING chicken ) ) ) )
3357,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING chicken ) (NOT (TOPPING onion ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3358,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3359,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING sausage ) ) )
3360,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING tuna ) (TOPPING pepper ) (TOPPING bacon ) ) )
3361,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING italian ) (TOPPING sausage ) ) (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE diet sprite ) ) (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE diet sprite ) ) )
3362,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING olive ) (TOPPING ham ) ) )
3363,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon ) ) )
3364,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pesto ) (TOPPING mushroom ) (NOT (TOPPING pineapple ) ) ) )
3365,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) (TOPPING pepper ) (NOT (TOPPING pineapple ) ) ) )
3366,(ORDER (PIZZAORDER (NUMBER an ) (TOPPING olive ) (TOPPING pepper ) (NOT (TOPPING onion ) ) ) )
3367,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING ham ) (TOPPING chicken ) (NOT (TOPPING mushroom ) ) ) )
3368,(ORDER )
3369,(ORDER )
3370,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pesto ) (TOPPING pineapple ) (TOPPING pepperoni ) ) )
3371,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING olive ) (TOPPING bacon ) (TOPPING ham ) ) )
3372,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING sausage ) (NOT (TOPPING pesto ) ) ) )
3373,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING ham ) (TOPPING bacon ) (TOPPING sausage ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3374,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING ham ) (TOPPING pesto ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3375,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING onion ) (TOPPING mushroom ) (TOPPING pepper ) ) )
3376,(ORDER )
3377,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING bacon ) (TOPPING tuna ) ) )
3378,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING onion ) (TOPPING tuna ) (NOT (TOPPING chicken ) ) ) )
3379,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING tuna ) (NOT (TOPPING pesto ) ) ) )
3380,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepper ) (TOPPING ham ) (TOPPING pineapple ) ) )
3381,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING chicken ) ) (PIZZAORDER (NUMBER one ) (SIZE small ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3382,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING chicken ) (TOPPING onion ) (NOT (TOPPING pesto ) ) ) )
3383,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) (TOPPING bacon ) (NOT (TOPPING tuna ) ) ) )
3384,(ORDER )
3385,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) (TOPPING pineapple ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
3386,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING chicken ) (TOPPING pepper ) ) )
3387,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3388,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
3389,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING cheese ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING cheese ) ) )
3390,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING onion ) (TOPPING pepperoni ) (TOPPING sausage ) ) )
3391,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (NOT (TOPPING sauce ) ) ) )
3392,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) (TOPPING sausage ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE diet coke ) ) )
3393,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olive ) (TOPPING sausage ) (NOT (TOPPING tuna ) ) ) )
3394,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING chicken ) (TOPPING pineapple ) ) )
3395,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING ham ) (TOPPING pepper ) ) )
3396,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3397,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepperoni ) (TOPPING pineapple ) (TOPPING bacon ) ) )
3398,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING bacon ) (TOPPING sausage ) (TOPPING tuna ) ) )
3399,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepper ) (TOPPING sausage ) (NOT (TOPPING olive ) ) ) )
3400,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3401,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING cheese ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE diet coke ) ) )
3402,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) (TOPPING olive ) (NOT (TOPPING pepperoni ) ) ) )
3403,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING sausage ) (TOPPING pepper ) (NOT (TOPPING pineapple ) ) ) )
3404,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) (TOPPING bacon ) (NOT (TOPPING tuna ) ) ) )
3405,(ORDER (PIZZAORDER (NUMBER six ) (STYLE thin crust ) (TOPPING mushroom ) (TOPPING pepper ) ) )
3406,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING pepper ) (TOPPING mushroom ) ) )
3407,(ORDER (PIZZAORDER (NUMBER an ) (SIZE xl ) (TOPPING tomato ) (TOPPING bacon ) (TOPPING onion ) ) )
3408,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sausage ) ) (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING bacon ) (TOPPING onion ) ) )
3409,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING vegan ) (TOPPING pepperoni ) (TOPPING arugula ) ) )
3410,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING onion ) (TOPPING tuna ) (NOT (TOPPING chicken ) ) ) )
3411,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) (TOPPING pesto ) (NOT (TOPPING pepper ) ) ) )
3412,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (NOT (TOPPING ham ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3413,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING mushroom ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
3414,(ORDER )
3415,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING basil ) ) )
3416,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING mushroom ) (TOPPING tuna ) (TOPPING olive ) ) )
3417,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepperoni ) (TOPPING pineapple ) (TOPPING bacon ) ) )
3418,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING chicken ) (NOT (TOPPING sausage ) ) ) )
3419,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (NOT (TOPPING bacon ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3420,(ORDER (PIZZAORDER (NUMBER four ) (SIZE large ) (TOPPING green ) (TOPPING pepper ) (TOPPING chicken ) (TOPPING salami ) ) (DRINKORDER (NUMBER four ) (DRINKTYPE sprite ) (CONTAINERTYPE can ) ) )
3421,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING mushroom ) (TOPPING tuna ) (TOPPING olive ) ) )
3422,(ORDER (PIZZAORDER (NUMBER five ) (TOPPING alfredo ) (TOPPING chicken ) ) )
3423,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING onion ) (TOPPING salami ) ) )
